id,u
1013,val_1013
1014,val_1014
1015,val_1015
1016,val_1016
1017,val_1017
1018,val_1018
1019,val_1019
1020,val_1020
1021,val_1021
1022,val_1022
1023,val_1023
1024,val_1024
1025,val_1025
1026,val_1026
1027,val_1027
1028,val_1028
1029,val_1029
1030,val_1030
1031,val_1031
1032,val_1032
1033,val_1033
1034,val_1034
1035,val_1035
1036,val_1036
1037,val_1037
1038,val_1038
1039,val_1039
1040,val_1040
1041,val_1041
1042,val_1042
1043,val_1043
1044,val_1044
1045,val_1045
1046,val_1046
1047,val_1047
1048,val_1048
1049,val_1049
1050,val_1050
1051,val_1051
1052,val_1052
1053,val_1053
1054,val_1054
1055,val_1055
1056,val_1056
1057,val_1057
1058,val_1058
1059,val_1059
1060,val_1060
1061,val_1061
1062,val_1062
1063,val_1063
1064,val_1064
1065,val_1065
1066,val_1066
1067,val_1067
1068,val_1068
1069,val_1069
1070,val_1070
1071,val_1071
1072,val_1072
1073,val_1073
1074,val_1074
1075,val_1075
1076,val_1076
1077,val_1077
1078,val_1078
1079,val_1079
1080,val_1080
1081,val_1081
1082,val_1082
1083,val_1083
1084,val_1084
1085,val_1085
1086,val_1086
1087,val_1087
1088,val_1088
1089,val_1089
1090,val_1090
1091,val_1091
1092,val_1092
1093,val_1093
1094,val_1094
1095,val_1095
1096,val_1096
1097,val_1097
1098,val_1098
1099,val_1099
1100,val_1100
1101,val_1101
1102,val_1102
1103,val_1103
1104,val_1104
1105,val_1105
1106,val_1106
1107,val_1107
1108,val_1108
1109,val_1109
1110,val_1110
1111,val_1111
1112,val_1112
1113,val_1113
1114,val_1114
1115,val_1115
1116,val_1116
1117,val_1117
1118,val_1118
1119,val_1119
1120,val_1120
1121,val_1121
1122,val_1122
1123,val_1123
1124,val_1124
1125,val_1125
1126,val_1126
1127,val_1127
1128,val_1128
1129,val_1129
1130,val_1130
1131,val_1131
1132,val_1132
1133,val_1133
1134,val_1134
1135,val_1135
1136,val_1136
1137,val_1137
1138,val_1138
1139,val_1139
1140,val_1140
1141,val_1141
1142,val_1142
1143,val_1143
1144,val_1144
1145,val_1145
1146,val_1146
1147,val_1147
1148,val_1148
1149,val_1149
1150,val_1150
1151,val_1151
1152,val_1152
1153,val_1153
1154,val_1154
1155,val_1155
1156,val_1156
1157,val_1157
1158,val_1158
1159,val_1159
1160,val_1160
1161,val_1161
1162,val_1162
1163,val_1163
1164,val_1164
1165,val_1165
1166,val_1166
1167,val_1167
1168,val_1168
1169,val_1169
1170,val_1170
1171,val_1171
1172,val_1172
1173,val_1173
1174,val_1174
1175,val_1175
1176,val_1176
1177,val_1177
1178,val_1178
1179,val_1179
1180,val_1180
1181,val_1181
1182,val_1182
1183,val_1183
1184,val_1184
1185,val_1185
1186,val_1186
1187,val_1187
1188,val_1188
1189,val_1189
1190,val_1190
1191,val_1191
1192,val_1192
1193,val_1193
1194,val_1194
1195,val_1195
1196,val_1196
1197,val_1197
1198,val_1198
1199,val_1199
1200,val_1200
1201,val_1201
1202,val_1202
1203,val_1203
1204,val_1204
1205,val_1205
1206,val_1206
1207,val_1207
1208,val_1208
1209,val_1209
1210,val_1210
1211,val_1211
1212,val_1212
1213,val_1213
1214,val_1214
1215,val_1215
1216,val_1216
1217,val_1217
1218,val_1218
1219,val_1219
1220,val_1220
1221,val_1221
1222,val_1222
1223,val_1223
1224,val_1224
1225,val_1225
1226,val_1226
1227,val_1227
1228,val_1228
1229,val_1229
1230,val_1230
1231,val_1231
1232,val_1232
1233,val_1233
1234,val_1234
1235,val_1235
1236,val_1236
1237,val_1237
1238,val_1238
1239,val_1239
1240,val_1240
1241,val_1241
1242,val_1242
1243,val_1243
1244,val_1244
1245,val_1245
1246,val_1246
1247,val_1247
1248,val_1248
1249,val_1249
1250,val_1250
1251,val_1251
1252,val_1252
1253,val_1253
1254,val_1254
1255,val_1255
1256,val_1256
1257,val_1257
1258,val_1258
1259,val_1259
1260,val_1260
1261,val_1261
1262,val_1262
1263,val_1263
1264,val_1264
1265,val_1265
1266,val_1266
1267,val_1267
1268,val_1268
1269,val_1269
1270,val_1270
1271,val_1271
1272,val_1272
1273,val_1273
1274,val_1274
1275,val_1275
1276,val_1276
1277,val_1277
1278,val_1278
1279,val_1279
1280,val_1280
1281,val_1281
1282,val_1282
1283,val_1283
1284,val_1284
1285,val_1285
1286,val_1286
1287,val_1287
1288,val_1288
1289,val_1289
1290,val_1290
1291,val_1291
1292,val_1292
1293,val_1293
1294,val_1294
1295,val_1295
1296,val_1296
1297,val_1297
1298,val_1298
1299,val_1299
1300,val_1300
1301,val_1301
1302,val_1302
1303,val_1303
1304,val_1304
1305,val_1305
1306,val_1306
1307,val_1307
1308,val_1308
1309,val_1309
1310,val_1310
1311,val_1311
1312,val_1312
1313,val_1313
1314,val_1314
1315,val_1315
1316,val_1316
1317,val_1317
1318,val_1318
1319,val_1319
1320,val_1320
1321,val_1321
1322,val_1322
1323,val_1323
1324,val_1324
1325,val_1325
1326,val_1326
1327,val_1327
1328,val_1328
1329,val_1329
1330,val_1330
1331,val_1331
1332,val_1332
1333,val_1333
1334,val_1334
1335,val_1335
1336,val_1336
1337,val_1337
1338,val_1338
1339,val_1339
1340,val_1340
1341,val_1341
1342,val_1342
1343,val_1343
1344,val_1344
1345,val_1345
1346,val_1346
1347,val_1347
1348,val_1348
1349,val_1349
1350,val_1350
1351,val_1351
1352,val_1352
1353,val_1353
1354,val_1354
1355,val_1355
1356,val_1356
1357,val_1357
1358,val_1358
1359,val_1359
1360,val_1360
1361,val_1361
1362,val_1362
1363,val_1363
1364,val_1364
1365,val_1365
1366,val_1366
1367,val_1367
1368,val_1368
1369,val_1369
1370,val_1370
1371,val_1371
1372,val_1372
1373,val_1373
1374,val_1374
1375,val_1375
1376,val_1376
1377,val_1377
1378,val_1378
1379,val_1379
1380,val_1380
1381,val_1381
1382,val_1382
1383,val_1383
1384,val_1384
1385,val_1385
1386,val_1386
1387,val_1387
1388,val_1388
1389,val_1389
1390,val_1390
1391,val_1391
1392,val_1392
1393,val_1393
1394,val_1394
1395,val_1395
1396,val_1396
1397,val_1397
1398,val_1398
1399,val_1399
1400,val_1400
1401,val_1401
1402,val_1402
1403,val_1403
1404,val_1404
1405,val_1405
1406,val_1406
1407,val_1407
1408,val_1408
1409,val_1409
1410,val_1410
1411,val_1411
1412,val_1412
1413,val_1413
1414,val_1414
1415,val_1415
1416,val_1416
1417,val_1417
1418,val_1418
1419,val_1419
1420,val_1420
1421,val_1421
1422,val_1422
1423,val_1423
1424,val_1424
1425,val_1425
1426,val_1426
1427,val_1427
1428,val_1428
1429,val_1429
1430,val_1430
1431,val_1431
1432,val_1432
1433,val_1433
1434,val_1434
1435,val_1435
1436,val_1436
1437,val_1437
1438,val_1438
1439,val_1439
1440,val_1440
1441,val_1441
1442,val_1442
1443,val_1443
1444,val_1444
1445,val_1445
1446,val_1446
1447,val_1447
1448,val_1448
1449,val_1449
1450,val_1450
1451,val_1451
1452,val_1452
1453,val_1453
1454,val_1454
1455,val_1455
1456,val_1456
1457,val_1457
1458,val_1458
1459,val_1459
1460,val_1460
1461,val_1461
1462,val_1462
1463,val_1463
1464,val_1464
1465,val_1465
1466,val_1466
1467,val_1467
1468,val_1468
1469,val_1469
1470,val_1470
1471,val_1471
1472,val_1472
1473,val_1473
1474,val_1474
1475,val_1475
1476,val_1476
1477,val_1477
1478,val_1478
1479,val_1479
1480,val_1480
1481,val_1481
1482,val_1482
1483,val_1483
1484,val_1484
1485,val_1485
1486,val_1486
1487,val_1487
1488,val_1488
1489,val_1489
1490,val_1490
1491,val_1491
1492,val_1492
1493,val_1493
1494,val_1494
1495,val_1495
1496,val_1496
1497,val_1497
1498,val_1498
1499,val_1499
1500,val_1500
1501,val_1501
1502,val_1502
1503,val_1503
1504,val_1504
1505,val_1505
1506,val_1506
1507,val_1507
1508,val_1508
1509,val_1509
1510,val_1510
1511,val_1511
1512,val_1512
1513,val_1513
1514,val_1514
1515,val_1515
1516,val_1516
1517,val_1517
1518,val_1518
1519,val_1519
1520,val_1520
1521,val_1521
1522,val_1522
1523,val_1523
1524,val_1524
1525,val_1525
1526,val_1526
1527,val_1527
1528,val_1528
1529,val_1529
1530,val_1530
1531,val_1531
1532,val_1532
1533,val_1533
1534,val_1534
1535,val_1535
1536,val_1536
1537,val_1537
1538,val_1538
1539,val_1539
1540,val_1540
1541,val_1541
1542,val_1542
1543,val_1543
1544,val_1544
1545,val_1545
1546,val_1546
1547,val_1547
1548,val_1548
1549,val_1549
1550,val_1550
1551,val_1551
1552,val_1552
1553,val_1553
1554,val_1554
1555,val_1555
1556,val_1556
1557,val_1557
1558,val_1558
1559,val_1559
1560,val_1560
1561,val_1561
1562,val_1562
1563,val_1563
1564,val_1564
1565,val_1565
1566,val_1566
1567,val_1567
1568,val_1568
1569,val_1569
1570,val_1570
1571,val_1571
1572,val_1572
1573,val_1573
1574,val_1574
1575,val_1575
1576,val_1576
1577,val_1577
1578,val_1578
1579,val_1579
1580,val_1580
1581,val_1581
1582,val_1582
1583,val_1583
1584,val_1584
1585,val_1585
1586,val_1586
1587,val_1587
1588,val_1588
1589,val_1589
1590,val_1590
1591,val_1591
1592,val_1592
1593,val_1593
1594,val_1594
1595,val_1595
1596,val_1596
1597,val_1597
1598,val_1598
1599,val_1599
1600,val_1600
1601,val_1601
1602,val_1602
1603,val_1603
1604,val_1604
1605,val_1605
1606,val_1606
1607,val_1607
1608,val_1608
1609,val_1609
1610,val_1610
1611,val_1611
1612,val_1612
1613,val_1613
1614,val_1614
1615,val_1615
1616,val_1616
1617,val_1617
1618,val_1618
1619,val_1619
1620,val_1620
1621,val_1621
1622,val_1622
1623,val_1623
1624,val_1624
1625,val_1625
1626,val_1626
1627,val_1627
1628,val_1628
1629,val_1629
1630,val_1630
1631,val_1631
1632,val_1632
1633,val_1633
1634,val_1634
1635,val_1635
1636,val_1636
1637,val_1637
1638,val_1638
1639,val_1639
1640,val_1640
1641,val_1641
1642,val_1642
1643,val_1643
1644,val_1644
1645,val_1645
1646,val_1646
1647,val_1647
1648,val_1648
1649,val_1649
1650,val_1650
1651,val_1651
1652,val_1652
1653,val_1653
1654,val_1654
1655,val_1655
1656,val_1656
1657,val_1657
1658,val_1658
1659,val_1659
1660,val_1660
1661,val_1661
1662,val_1662
1663,val_1663
1664,val_1664
1665,val_1665
1666,val_1666
1667,val_1667
1668,val_1668
1669,val_1669
1670,val_1670
1671,val_1671
1672,val_1672
1673,val_1673
1674,val_1674
1675,val_1675
1676,val_1676
1677,val_1677
1678,val_1678
1679,val_1679
1680,val_1680
1681,val_1681
1682,val_1682
1683,val_1683
1684,val_1684
1685,val_1685
1686,val_1686
1687,val_1687
1688,val_1688
1689,val_1689
1690,val_1690
1691,val_1691
1692,val_1692
1693,val_1693
1694,val_1694
1695,val_1695
1696,val_1696
1697,val_1697
1698,val_1698
1699,val_1699
1700,val_1700
1701,val_1701
1702,val_1702
1703,val_1703
1704,val_1704
1705,val_1705
1706,val_1706
1707,val_1707
1708,val_1708
1709,val_1709
1710,val_1710
1711,val_1711
1712,val_1712
1713,val_1713
1714,val_1714
1715,val_1715
1716,val_1716
1717,val_1717
1718,val_1718
1719,val_1719
1720,val_1720
1721,val_1721
1722,val_1722
1723,val_1723
1724,val_1724
1725,val_1725
1726,val_1726
1727,val_1727
1728,val_1728
1729,val_1729
1730,val_1730
1731,val_1731
1732,val_1732
1733,val_1733
1734,val_1734
1735,val_1735
1736,val_1736
1737,val_1737
1738,val_1738
1739,val_1739
1740,val_1740
1741,val_1741
1742,val_1742
1743,val_1743
1744,val_1744
1745,val_1745
1746,val_1746
1747,val_1747
1748,val_1748
1749,val_1749
1750,val_1750
1751,val_1751
1752,val_1752
1753,val_1753
1754,val_1754
1755,val_1755
1756,val_1756
1757,val_1757
1758,val_1758
1759,val_1759
1760,val_1760
1761,val_1761
1762,val_1762
1763,val_1763
1764,val_1764
1765,val_1765
1766,val_1766
1767,val_1767
1768,val_1768
1769,val_1769
1770,val_1770
1771,val_1771
1772,val_1772
1773,val_1773
1774,val_1774
1775,val_1775
1776,val_1776
1777,val_1777
1778,val_1778
1779,val_1779
1780,val_1780
1781,val_1781
1782,val_1782
1783,val_1783
1784,val_1784
1785,val_1785
1786,val_1786
1787,val_1787
1788,val_1788
1789,val_1789
1790,val_1790
1791,val_1791
1792,val_1792
1793,val_1793
1794,val_1794
1795,val_1795
1796,val_1796
1797,val_1797
1798,val_1798
1799,val_1799
1800,val_1800
1801,val_1801
1802,val_1802
1803,val_1803
1804,val_1804
1805,val_1805
1806,val_1806
1807,val_1807
1808,val_1808
1809,val_1809
1810,val_1810
1811,val_1811
1812,val_1812
1813,val_1813
1814,val_1814
1815,val_1815
1816,val_1816
1817,val_1817
1818,val_1818
1819,val_1819
1820,val_1820
1821,val_1821
1822,val_1822
1823,val_1823
1824,val_1824
1825,val_1825
1826,val_1826
1827,val_1827
1828,val_1828
1829,val_1829
1830,val_1830
1831,val_1831
1832,val_1832
1833,val_1833
1834,val_1834
1835,val_1835
1836,val_1836
1837,val_1837
1838,val_1838
1839,val_1839
1840,val_1840
1841,val_1841
1842,val_1842
1843,val_1843
1844,val_1844
1845,val_1845
1846,val_1846
1847,val_1847
1848,val_1848
1849,val_1849
1850,val_1850
1851,val_1851
1852,val_1852
1853,val_1853
1854,val_1854
1855,val_1855
1856,val_1856
1857,val_1857
1858,val_1858
1859,val_1859
1860,val_1860
1861,val_1861
1862,val_1862
1863,val_1863
1864,val_1864
1865,val_1865
1866,val_1866
1867,val_1867
1868,val_1868
1869,val_1869
1870,val_1870
1871,val_1871
1872,val_1872
1873,val_1873
1874,val_1874
1875,val_1875
1876,val_1876
1877,val_1877
1878,val_1878
1879,val_1879
1880,val_1880
1881,val_1881
1882,val_1882
1883,val_1883
1884,val_1884
1885,val_1885
1886,val_1886
1887,val_1887
1888,val_1888
1889,val_1889
1890,val_1890
1891,val_1891
1892,val_1892
1893,val_1893
1894,val_1894
1895,val_1895
1896,val_1896
1897,val_1897
1898,val_1898
1899,val_1899
1900,val_1900
1901,val_1901
1902,val_1902
1903,val_1903
1904,val_1904
1905,val_1905
1906,val_1906
1907,val_1907
1908,val_1908
1909,val_1909
1910,val_1910
1911,val_1911
1912,val_1912
1913,val_1913
1914,val_1914
1915,val_1915
1916,val_1916
1917,val_1917
1918,val_1918
1919,val_1919
1920,val_1920
1921,val_1921
1922,val_1922
1923,val_1923
1924,val_1924
1925,val_1925
1926,val_1926
1927,val_1927
1928,val_1928
1929,val_1929
1930,val_1930
1931,val_1931
1932,val_1932
1933,val_1933
1934,val_1934
1935,val_1935
1936,val_1936
1937,val_1937
1938,val_1938
1939,val_1939
1940,val_1940
1941,val_1941
1942,val_1942
1943,val_1943
1944,val_1944
1945,val_1945
1946,val_1946
1947,val_1947
1948,val_1948
1949,val_1949
1950,val_1950
1951,val_1951
1952,val_1952
1953,val_1953
1954,val_1954
1955,val_1955
1956,val_1956
1957,val_1957
1958,val_1958
1959,val_1959
1960,val_1960
1961,val_1961
1962,val_1962
1963,val_1963
1964,val_1964
1965,val_1965
1966,val_1966
1967,val_1967
1968,val_1968
1969,val_1969
1970,val_1970
1971,val_1971
1972,val_1972
1973,val_1973
1974,val_1974
1975,val_1975
1976,val_1976
1977,val_1977
1978,val_1978
1979,val_1979
1980,val_1980
1981,val_1981
1982,val_1982
1983,val_1983
1984,val_1984
1985,val_1985
1986,val_1986
1987,val_1987
1988,val_1988
1989,val_1989
1990,val_1990
1991,val_1991
1992,val_1992
1993,val_1993
1994,val_1994
1995,val_1995
1996,val_1996
1997,val_1997
1998,val_1998
